State,AccountLength,AreaCode,PhoneNumber,InternationalPlan?,VoiceMailPlan?,NumEmailMessages,TotalMorMin,TotalMorCalls,TotalMorCharge,TotalEveMin,TotalEveCalls,TotalEveCharge,TotalNightMin,TotalNightCalls,TotalNightCharge,TotalIntMinutes,TotalIntCalls,TotalIntCharge,CustomerServiceCalls,Churn?
AK,132,415,3459153,No,Yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False
CA,158,510,3795503,No,No,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False
MS,114,415,3896790,No,Yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False
AR,77,415,4083610,No,Yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False
NV,144,415,3758238,Yes,No,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,False
AL,91,510,3785633,No,Yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,False
GA,58,408,3899120,No,No,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,False
AR,5,415,3802758,No,No,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,False
MA,97,408,4022728,No,No,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,False
NJ,107,415,3549062,No,No,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False
MO,142,415,4172054,No,Yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,False
NY,9,408,3531941,No,Yes,31,,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,False
AZ,73,415,3281522,No,No,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,False
NJ,48,510,4084529,No,Yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True
WV,43,408,4175320,No,No,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,False
NM,122,408,3709755,No,Yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,True
SC,93,415,3724835,No,No,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,False
VT,85,415,3346605,No,No,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,False
TN,59,415,3995564,No,No,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False
LA,87,415,3922887,No,No,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,False
OH,137,408,3282110,No,No,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,False
OR,21,510,3835976,No,Yes,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,False
DE,129,510,3326181,No,No,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True
KY,104,415,3305255,No,No,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,False
GA,93,408,4135190,No,Yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,True
VT,63,415,3947447,No,No,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,True
OR,161,415,3537096,No,No,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,False
TX,50,510,3956002,No,No,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False
MO,103,408,3729816,No,Yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,False
ND,84,415,4007253,No,Yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,False
MN,92,510,3447470,No,No,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,False
NV,77,415,3788572,No,No,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,False
NY,64,415,3459140,Yes,No,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,True
FL,159,415,3405460,No,Yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,False
KS,110,415,3698024,Yes,Yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True
NV,138,510,3958595,No,No,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,False
NV,178,408,3594587,No,No,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,False
SC,38,415,3755439,No,Yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,False
MI,50,415,3613779,No,Yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False
MI,45,510,3758934,No,Yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,False
TN,70,510,3954757,No,No,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,False
NY,147,510,4217205,No,Yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,False
NV,94,510,3798805,No,No,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,False
IL,179,510,3482150,No,No,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,False
MS,116,415,4179128,No,No,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False
ND,59,510,3514226,No,No,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,False
NC,165,415,3306630,No,No,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,False
MI,133,408,3879137,No,No,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,True
TN,140,415,3723987,No,No,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,False
VT,93,408,4085183,No,Yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,False
OK,52,510,4129357,No,Yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False
DE,64,415,4023599,No,Yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,False
ND,12,510,3795211,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False
OR,48,415,4059217,No,No,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,False
NY,181,408,3409200,No,No,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,False
MO,168,415,3399026,No,Yes,42,,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,False
FL,155,415,3434772,No,No,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,False
ND,105,510,3452108,No,No,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False
NY,11,415,4014650,No,No,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,False
ND,182,415,4003945,No,No,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,False
NY,104,415,3383781,No,No,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False
OH,102,415,3426316,No,No,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,False
AL,122,415,3365920,No,No,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,False
SC,41,415,3321060,No,No,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,False
GA,132,415,4183426,No,No,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,False
WY,76,415,4086326,No,No,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True
WV,13,415,3346142,No,No,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False
HI,115,415,3366128,No,Yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,False
WV,67,408,4066708,No,No,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False
LA,154,510,3888670,No,No,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,False
AR,100,510,3635853,No,No,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,False
AK,146,510,3836544,Yes,No,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,False
DC,148,415,3782940,No,Yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False
AL,67,415,3387683,No,Yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,False
UT,161,510,3292786,Yes,No,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True
KS,70,415,3699465,No,No,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,False
MN,116,510,3373769,No,No,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False
VA,99,415,4006257,No,Yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True
UT,87,415,4116663,No,No,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,False
IN,87,510,3843101,No,No,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,False
CT,70,408,3395329,No,No,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,False
DE,131,408,3889944,No,No,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False
VT,119,510,4031769,No,No,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False
MO,119,408,3901612,No,Yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False
RI,87,510,4217214,Yes,No,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False
CA,112,415,3386962,No,No,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True
RI,75,415,3339826,No,No,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False
CT,150,510,4118549,No,No,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,False
IN,161,510,3819234,No,Yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,False
FL,91,510,3879855,Yes,Yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,False
KS,124,415,3716990,No,No,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False
NY,94,510,4173046,Yes,No,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False
TX,217,408,3857082,No,No,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False
RI,158,510,3655886,No,No,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,False
NV,102,415,3735196,No,No,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,False
UT,85,510,3276194,No,No,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,False
OK,79,510,3814565,No,No,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False
MN,139,510,3579832,No,Yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,False
NC,103,415,3964845,No,No,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False
OR,98,415,3786772,Yes,No,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False
NH,78,408,3534296,No,No,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False
AK,50,408,3628331,No,No,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False
OR,161,415,3624685,No,No,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False
KS,67,408,3831431,No,No,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False
WV,86,415,3322258,No,Yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False
GA,92,510,3758304,No,No,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False
NM,174,415,3405580,No,No,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False
OH,124,510,3621490,No,No,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False
ND,132,415,3364281,No,Yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False
RI,190,415,3611315,No,Yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False
HI,101,510,3425906,No,No,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False
WY,185,415,4057904,Yes,Yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False
NY,68,415,3494762,No,Yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False
KS,117,510,3853263,No,Yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False
LA,118,408,4059496,No,No,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False
PA,124,415,3966775,No,No,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False
NV,22,510,3936475,No,No,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False
MN,75,415,3797779,No,No,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,False
PA,134,408,4088650,No,No,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False
MO,164,408,4003497,No,Yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False
NY,44,510,4079244,No,No,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False
ME,177,415,4068809,No,No,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False
NH,110,408,3581778,No,No,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,False
WY,53,415,3374339,No,Yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False
NY,108,415,3447197,No,No,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True
ME,80,408,3337631,No,No,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True
MN,158,408,3726623,No,No,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False
OH,114,415,3632602,No,No,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,False
NC,64,408,3877757,No,Yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False
SD,88,415,3975381,No,No,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False
UT,82,510,4064604,Yes,No,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False
KY,111,415,3769513,No,No,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False
MT,60,408,3601852,No,No,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False
NJ,113,408,4217270,No,No,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False
FL,109,408,3719482,No,No,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,False
IN,105,510,3374101,No,Yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False
DE,85,510,4202796,No,No,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False
AL,131,510,3664225,No,No,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,False
ME,59,510,3984567,No,No,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,False
SD,148,408,3884571,No,No,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,False
VA,210,408,3608666,No,No,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,False
AK,115,415,3333704,No,No,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False
ID,106,510,3832566,No,No,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,False
RI,93,415,4065584,No,No,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False
KY,57,415,3444691,No,Yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,False
ND,98,510,3479737,No,No,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False
HI,157,415,3337961,No,No,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,False
WI,116,415,3642439,No,Yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,False
WV,30,510,4118043,No,No,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,False
NJ,111,510,3325084,No,No,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,True
KS,52,415,4134831,No,No,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,False
AL,72,415,3434806,No,No,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False
NJ,135,510,4018735,No,Yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True
NC,86,510,3918626,No,No,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,False
DE,98,415,3275817,No,Yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False
WY,151,510,3814712,No,No,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False
ID,118,415,3353320,No,No,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False
NY,117,415,4158780,No,No,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,False
MO,55,510,3621146,No,No,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False
ID,82,408,3527413,No,No,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,False
IA,152,415,3876716,No,No,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,False
TN,108,408,3521127,No,Yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,False
OH,98,408,3681288,No,No,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True
IL,130,415,4035279,No,No,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False
FL,136,408,3979333,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False
MA,47,415,4117353,No,No,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,False
OK,189,415,3832537,No,No,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,False
KY,107,415,3304419,No,No,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False
MI,91,415,3907930,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True
NE,159,415,3625111,No,No,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,True
VA,11,408,3586796,No,Yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,False
NY,167,415,4097494,No,No,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False
MT,111,408,4001636,No,No,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False
VT,99,408,3892747,No,Yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False
KS,159,415,4152176,No,Yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False
VA,114,415,3778067,Yes,Yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False
AL,71,415,3627835,No,No,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,False
PA,122,415,3615225,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False
AL,100,408,3333447,No,Yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,False
WV,83,415,3413044,No,Yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False
NV,64,408,3507306,No,No,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,True
TN,105,408,3538849,No,No,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,False
ID,144,415,4023476,No,Yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False
WY,106,415,3386018,Yes,Yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,True
TX,19,510,4093520,No,Yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False
MA,46,408,3571085,No,No,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,False
IL,127,510,3533285,No,No,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False
LA,9,415,4099885,No,Yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False
CO,157,415,3887701,No,No,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False
UT,105,415,3858184,No,No,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True
MI,105,415,3452863,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False
NH,155,408,3536300,No,No,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False
ID,31,415,3895649,No,No,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False
WA,161,415,3788137,No,No,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False
MN,95,408,3404627,No,Yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False
NY,122,415,3526833,No,No,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False
MD,37,415,4202000,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False
GA,132,415,3685437,No,No,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True
HI,119,408,4188170,No,Yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False
AL,16,408,4039417,No,No,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False
CT,99,408,3306165,No,No,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,False
CO,76,408,4124185,No,Yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False
KS,167,415,4094734,No,No,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True
NJ,129,415,3489828,No,No,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False
FL,116,408,4188850,No,No,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False
CA,60,415,3308351,Yes,No,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,False
KS,128,415,3477773,No,No,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False
TX,47,408,3926841,No,Yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,False
MN,40,510,3542189,Yes,No,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,False
AK,173,510,3499060,No,No,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,False
OR,157,510,3341311,No,Yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,False
MS,66,408,4153120,No,Yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,False
VT,50,415,3875891,Yes,Yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,False
UT,72,415,3688026,No,No,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,False
KS,130,510,3329446,No,No,0,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,False
NV,143,408,3935284,No,No,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,False
DE,89,510,3761677,Yes,No,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,False
IN,108,415,3922268,No,No,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False
TX,32,408,3964311,No,No,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,False
MA,166,415,3634005,No,No,0,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,False
VT,109,408,3449966,No,No,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,False
CA,72,408,3377377,No,Yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,False
IA,134,415,3737037,No,Yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,False
